,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
22,Eder Chaux,Boyacá Patriot,2019-03-07,Thu,Primera A,Apertura Regular Season,Home,L 0–3,Boyacá Patriot,AD Cali,Y,GK,90,4,3,2,50.0,0,1,1,0,0,Match Report
23,Eder Chaux,Boyacá Patriot,2019-03-10,Sun,Primera A,Apertura Regular Season,Home,W 2–1,Boyacá Patriot,Jaguares,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
24,Eder Chaux,Boyacá Patriot,2019-03-16,Sat,Primera A,Apertura Regular Season,Away,D 2–2,Boyacá Patriot,La Equidad,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
25,Eder Chaux,Boyacá Patriot,2019-03-25,Mon,Primera A,Apertura Regular Season,Home,W 3–1,Boyacá Patriot,La Equidad,Y,GK,90,4,1,4,100.0,0,1,1,0,0,Match Report
26,Eder Chaux,Boyacá Patriot,2019-03-29,Fri,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Huila,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report
27,Eder Chaux,Boyacá Patriot,2019-04-06,Sat,Primera A,Apertura Regular Season,Away,L 0–4,Boyacá Patriot,ADU Magdalena,Y,GK,90,5,4,2,40.0,0,1,1,0,0,Match Report
28,Eder Chaux,Boyacá Patriot,2019-04-14,Sun,Primera A,Apertura Regular Season,Home,L 1–3,Boyacá Patriot,Millonarios,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report
29,Eder Chaux,Boyacá Patriot,2019-04-21,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,Cúcuta,Y*,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
30,Eder Chaux,Boyacá Patriot,2019-04-28,Sun,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Pasto,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
31,Eder Chaux,Boyacá Patriot,2019-05-01,Wed,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,Tolima,Y*,GK,90,0,0,0,,1,0,0,0,0,Match Report
32,Eder Chaux,Boyacá Patriot,2019-05-05,Sun,Primera A,Apertura Regular Season,Away,L 0–3,Boyacá Patriot,Alianza,Y,GK,90,1,3,0,-100.0,0,2,1,1,0,Match Report
33,Eder Chaux,Boyacá Patriot,2019-07-14,Sun,Primera A,Regular season,Away,L 0–3,Boyacá Patriot,Independiente,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report
34,Eder Chaux,Boyacá Patriot,2019-07-21,Sun,Primera A,Regular season,Home,W 2–0,Boyacá Patriot,Junior,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
35,Eder Chaux,Boyacá Patriot,2019-07-25,Thu,Primera A,Regular season,Away,D 1–1,Boyacá Patriot,CD América,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
36,Eder Chaux,Boyacá Patriot,2019-08-04,Sun,Primera A,Regular season,Home,W 2–0,Boyacá Patriot,Rionegro,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
37,Eder Chaux,Boyacá Patriot,2019-08-11,Sun,Primera A,Regular season,Away,D 0–0,Boyacá Patriot,Santa Fe,Y*,GK,90,6,0,6,100.0,1,0,0,0,0,Match Report
38,Eder Chaux,Boyacá Patriot,2019-08-16,Fri,Primera A,Regular season,Home,W 3–0,Boyacá Patriot,Envigado,Y*,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
39,Eder Chaux,Boyacá Patriot,2019-08-21,Wed,Primera A,Regular season,Away,D 2–2,Boyacá Patriot,Once Caldas,Y*,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report
40,Eder Chaux,Boyacá Patriot,2019-08-25,Sun,Primera A,Regular season,Home,L 0–1,Boyacá Patriot,CA Bucaramanga,Y*,GK,90,2,1,2,100.0,0,1,1,0,0,Match Report
41,Eder Chaux,Boyacá Patriot,2019-08-31,Sat,Primera A,Regular season,Away,D 1–1,Boyacá Patriot,Jaguares,N,,,,,,,,,,,,Match Report
42,Eder Chaux,Boyacá Patriot,2019-09-14,Sat,Primera A,Regular season,Away,L 0–1,Boyacá Patriot,La Equidad,Y*,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
43,Eder Chaux,Boyacá Patriot,2019-09-21,Sat,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Huila,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
44,Eder Chaux,Boyacá Patriot,2019-09-28,Sat,Primera A,Regular season,Away,L 1–3,Boyacá Patriot,AD Cali,Y*,GK,90,9,3,6,66.7,0,0,0,0,0,Match Report
45,Eder Chaux,Boyacá Patriot,2019-10-03,Thu,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,ADU Magdalena,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
46,Eder Chaux,Boyacá Patriot,2019-10-06,Sun,Primera A,Regular season,Away,D 0–0,Boyacá Patriot,Millonarios,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
47,Eder Chaux,Boyacá Patriot,2019-10-19,Sat,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Pasto,Y*,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
48,Eder Chaux,Boyacá Patriot,2019-10-24,Thu,Primera A,Regular season,Away,L 1–2,Boyacá Patriot,Tolima,Y*,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
49,Eder Chaux,Boyacá Patriot,2019-10-29,Tue,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,Alianza,Y,,90,1,1,0,0.0,0,0,0,0,0,Match Report
50,Álvaro Villete,Boyacá Patriot,2019-04-18,Thu,Primera A,Apertura Regular Season,Away,L 0–4,Boyacá Patriot,Nacional,Y,GK,90,7,4,3,42.9,0,0,0,0,0,Match Report
51,Álvaro Villete,Boyacá Patriot,2019-08-31,Sat,Primera A,Regular season,Away,D 1–1,Boyacá Patriot,Jaguares,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
52,Álvaro Villete,Boyacá Patriot,2019-09-09,Mon,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,La Equidad,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
53,Álvaro Villete,Boyacá Patriot,2019-10-10,Thu,Primera A,Regular season,Home,L 1–2,Boyacá Patriot,Nacional,Y,GK,90,7,2,6,85.7,0,1,1,0,0,Match Report
54,Álvaro Villete,Boyacá Patriot,2019-10-13,Sun,Primera A,Regular season,Away,L 0–1,Boyacá Patriot,Cúcuta,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
55,Diego Alejandro Martínez,Boyacá Patriot,2018-02-04,Sun,Primera A,Apertura Regular Season,Away,W 2–0,Boyacá Patriot,Santa Fe,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
56,Diego Alejandro Martínez,Boyacá Patriot,2018-02-11,Sun,Primera A,Apertura Regular Season,Away,L 0–1,Boyacá Patriot,Millonarios,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
57,Diego Alejandro Martínez,Boyacá Patriot,2018-02-15,Thu,Primera A,Apertura Regular Season,Home,W 3–1,Boyacá Patriot,Nacional,Y,GK,90,0,1,0,,0,1,1,0,0,Match Report
58,Diego Alejandro Martínez,Boyacá Patriot,2018-02-18,Sun,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,CD América,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report
59,Diego Alejandro Martínez,Boyacá Patriot,2018-02-24,Sat,Primera A,Apertura Regular Season,Home,W 2–1,Boyacá Patriot,Alianza,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
60,Diego Alejandro Martínez,Boyacá Patriot,2018-03-03,Sat,Primera A,Apertura Regular Season,Away,D 0–0,Boyacá Patriot,Jaguares,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
61,Diego Alejandro Martínez,Boyacá Patriot,2018-03-08,Thu,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,CA Bucaramanga,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
62,Diego Alejandro Martínez,Boyacá Patriot,2018-03-14,Wed,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Pasto,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
63,Diego Alejandro Martínez,Boyacá Patriot,2018-03-18,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,Envigado,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
64,Diego Alejandro Martínez,Boyacá Patriot,2018-03-25,Sun,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,Huila,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
65,Diego Alejandro Martínez,Boyacá Patriot,2018-03-29,Thu,Primera A,Apertura Regular Season,Home,W 2–0,Boyacá Patriot,Boyacá Chicó,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
66,Diego Alejandro Martínez,Boyacá Patriot,2018-04-06,Fri,Primera A,Apertura Regular Season,Home,L 1–3,Boyacá Patriot,AD Cali,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report
67,Diego Alejandro Martínez,Boyacá Patriot,2018-04-12,Thu,Primera A,Apertura Regular Season,Away,W 1–0,Boyacá Patriot,Rionegro,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
68,Diego Alejandro Martínez,Boyacá Patriot,2018-04-15,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,Junior,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
69,Diego Alejandro Martínez,Boyacá Patriot,2018-04-18,Wed,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,Once Caldas,Y,GK,90,4,2,3,75.0,0,1,1,0,0,Match Report
70,Diego Alejandro Martínez,Boyacá Patriot,2018-04-21,Sat,Primera A,Apertura Regular Season,Home,D 0–0,Boyacá Patriot,La Equidad,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
71,Diego Alejandro Martínez,Boyacá Patriot,2018-04-29,Sun,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Leones FC,Y,GK,90,7,1,6,85.7,0,0,0,0,0,Match Report
72,Diego Alejandro Martínez,Boyacá Patriot,2018-05-06,Sun,Primera A,Apertura Regular Season,Home,D 0–0,Boyacá Patriot,Tolima,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
73,Diego Alejandro Martínez,Boyacá Patriot,2018-05-12,Sat,Primera A,Quarter-finals,Home,D 1–1,Boyacá Patriot,Huila,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
74,Diego Alejandro Martínez,Boyacá Patriot,2018-05-19,Sat,Primera A,Quarter-finals,Away,D 0 (1)–0 (3),Boyacá Patriot,Huila,Y,GK,120,1,0,1,100.0,1,0,0,0,0,Match Report
75,Diego Alejandro Martínez,Boyacá Patriot,2018-07-22,Sun,Primera A,Regular season,Home,D 0–0,Boyacá Patriot,Santa Fe,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
76,Diego Alejandro Martínez,Boyacá Patriot,2018-07-29,Sun,Primera A,Regular season,Home,L 0–2,Boyacá Patriot,Millonarios,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
77,Diego Alejandro Martínez,Boyacá Patriot,2018-08-01,Wed,Primera A,Regular season,Away,D 0–0,Boyacá Patriot,Nacional,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
78,Diego Alejandro Martínez,Boyacá Patriot,2018-08-11,Sat,Primera A,Regular season,Home,D 0–0,Boyacá Patriot,CD América,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
79,Diego Alejandro Martínez,Boyacá Patriot,2018-08-18,Sat,Primera A,Regular season,Away,L 2–3,Boyacá Patriot,Alianza,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report
80,Diego Alejandro Martínez,Boyacá Patriot,2018-08-27,Mon,Primera A,Regular season,Home,W 4–0,Boyacá Patriot,Jaguares,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
81,Diego Alejandro Martínez,Boyacá Patriot,2018-09-02,Sun,Primera A,Regular season,Away,L 1–2,Boyacá Patriot,CA Bucaramanga,Y*,GK,90,9,2,7,77.8,0,0,0,0,0,Match Report
82,Diego Alejandro Martínez,Boyacá Patriot,2018-09-05,Wed,Primera A,Regular season,Home,D 1–1,Boyacá Patriot,Pasto,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
83,Diego Alejandro Martínez,Boyacá Patriot,2018-09-09,Sun,Primera A,Regular season,Away,L 1–2,Boyacá Patriot,Envigado,Y,GK,90,3,2,3,66.7,0,2,1,1,0,Match Report
84,Diego Alejandro Martínez,Boyacá Patriot,2018-09-14,Fri,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Huila,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
85,Diego Alejandro Martínez,Boyacá Patriot,2018-09-21,Fri,Primera A,Regular season,Away,D 1–1,Boyacá Patriot,Boyacá Chicó,Y,GK,90,8,1,8,100.0,0,1,1,0,0,Match Report
86,Diego Alejandro Martínez,Boyacá Patriot,2018-10-06,Sat,Primera A,Regular season,Away,W 2–0,Boyacá Patriot,AD Cali,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
87,Diego Alejandro Martínez,Boyacá Patriot,2018-10-12,Fri,Primera A,Regular season,Home,L 0–1,Boyacá Patriot,Rionegro,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
88,Diego Alejandro Martínez,Boyacá Patriot,2018-10-17,Wed,Primera A,Regular season,Away,L 0–4,Boyacá Patriot,Junior,Y,GK,90,5,4,1,20.0,0,0,0,0,0,Match Report
89,Diego Alejandro Martínez,Boyacá Patriot,2018-10-20,Sat,Primera A,Regular season,Home,W 1–0,Boyacá Patriot,Once Caldas,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
90,Diego Alejandro Martínez,Boyacá Patriot,2018-10-28,Sun,Primera A,Regular season,Away,L 0–4,Boyacá Patriot,La Equidad,Y,GK,90,12,4,9,75.0,0,1,1,0,0,Match Report
91,Diego Alejandro Martínez,Boyacá Patriot,2018-11-04,Sun,Primera A,Regular season,Home,W 2–1,Boyacá Patriot,Leones FC,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
92,Diego Alejandro Martínez,Boyacá Patriot,2018-11-10,Sat,Primera A,Regular season,Away,L 1–2,Boyacá Patriot,Tolima,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
